Resistance_mOhm,Test_CRate,Test_DoD,Test_SoH,Datasheet_Cycle
0.22,2.0084468674448885,63.54161256310371,77.55885682822544,5571.796894202204
0.25,0.5159063681700299,57.8218521335543,70.00971592658381,105920.46507844965
0.25,1.4181439952946893,85.72979613500311,86.40789506870925,1858.6227951879207
0.25,1.5681297909624454,70.9800031213895,69.9092395800463,6941.574439082613
0.25,0.9543344287630278,87.89230552321845,60.57573954519023,9228.917358233957
0.25,0.33480198556240354,74.58079375584163,78.93887083122263,37407.00655656181
0.25,0.5156844877840364,71.69258246189865,75.94018937589493,36377.84408522299
0.25,0.20872962345290685,68.73063073132356,85.03439662856945,51637.25406221379
0.25,1.3075270205922105,92.82449205941612,86.3477452647578,1462.795736092455
0.25,1.505861395056312,97.01151207124788,83.01896711503517,906.7209335739761
0.25,1.0316078228956527,82.16441092211767,78.33011561966066,6614.26569475073
0.25,1.0266463307218583,98.05952819119571,96.21402567824255,1198.3138053798043
0.25,0.5698987234943115,53.46806504375827,64.03112005509706,141436.30899050098
0.25,0.8655415127050271,92.24376554847274,60.93087742943303,8348.731460541881
0.25,2.054724358213446,64.09273873867,64.72659310486625,4947.838602214281
0.25,2.205932832464927,86.75355219019428,92.13923721539393,334.4503497498533
0.25,0.7768829741711355,58.87197718898614,90.02459006563433,19174.597318366083
0.25,1.9633911057807925,67.0401770126509,97.23029302414258,1003.8867822275535
0.25,2.1601906044232284,71.44970136875092,90.03484271165989,728.1075191351853
0.25,2.26612697603096,75.26261862239286,93.05829864430967,426.22093480950434
0.25,0.8681190424734682,94.77616142481003,75.56806714936653,3431.2326864847214
0.25,2.3801487209219316,97.5303573468778,82.93751552493144,131.6703155447495
0.25,1.6164093092075182,72.42227609891599,71.72843086792258,4069.3395699369744
0.25,1.905698870650432,89.57895218629243,91.58472571178216,354.7742054377858
0.25,0.3188946473168569,74.72101523512907,62.30235040066577,46109.86597208456
0.25,2.2304900386199193,67.54575062760394,64.68268065710423,2216.578606050981
0.25,0.4431800369268061,88.07553158587362,84.72872253265044,7576.360530397464
0.25,2.072464142296855,85.31211135782482,63.25395122567599,1003.0110053801665
0.25,0.3036105138044606,99.33197892505876,74.9708318302448,7696.565698617488
0.25,2.373396585721261,99.30005319114355,90.13512741035767,89.65303504438482
0.25,1.0030230052741977,54.17503583493344,91.08587663709747,16088.342466372196
0.35,2.275250524227366,55.559874115307565,79.70500417163436,2455.5709078118525
0.35,0.12724874744180578,73.43303209970631,62.25213102727349,75661.38479646588
0.35,1.5000850362331832,98.10862742372709,74.99482318094816,918.0654449731755
0.35,0.7857090070764657,93.42995640947302,68.9438335407781,5521.610275314979
0.35,2.483115510686321,53.68982823676994,82.15417137605283,1680.498218816185
0.35,2.4263260854858375,76.15489220850745,85.1759455254105,407.42789607939693
0.35,1.6061393922017524,79.21571559615501,96.04632041963956,1021.5187070115111
0.35,0.2090713128194989,64.04815947961151,98.01645936306235,29506.48552646662
0.35,1.5883182347236882,63.86905914905663,67.52484638895045,8190.4729677885625
0.35,1.2128761718559573,67.66761140130264,83.34624447403488,6581.221739856061
0.35,2.0531080472966767,84.23655862769397,66.50467757379565,1026.33484334062
0.35,2.286225242785222,91.12686214615846,97.99199653167696,128.6782234056885
0.35,1.1037832870974853,96.63642416770065,94.64255558001634,929.9473608380611
0.35,0.2085248082548546,51.3183487248626,75.05853467512199,167383.08082457856
0.35,1.0141380559144517,98.49571989073016,93.68475692542835,966.0888045235455
0.54,2.111988891306731,73.43465798974852,76.5927800935066,1851.4756873220228
0.54,2.175333703012128,90.64505045650388,99.98870693144522,219.9318742126417
0.54,2.491928408977373,77.77158528013138,90.75949660722043,390.6625250207128
0.54,0.4099825963635879,97.70255136293612,84.2469853780352,6631.244427712523
0.54,0.6487427332083104,83.58503422029284,84.72512961831583,10099.37704487164
0.54,1.711775669422719,76.01538504518966,90.89273566942558,1803.4196519032785
0.54,1.3483924026687841,92.609075015927,82.07627355097942,1870.0163431666722
0.54,1.068358878909753,56.70076142253204,61.15130705253356,55934.003347714795
0.54,1.9123294136166855,81.01547756767323,88.16319072396894,1025.9276609362719
0.54,0.13490719760291664,67.52937794032985,83.59670747418532,72799.97873942491
0.54,1.0413857082393576,71.87374610118646,96.16634777974994,6460.117540636237
0.54,1.9807672305787434,69.8271391160635,84.88346800911494,1973.8702999227378
0.54,2.1696729009921882,97.47603118288211,65.88293923716152,556.6902226762339
0.54,0.7197865319175,72.95678781191307,99.20130301141909,9747.400778630461
0.54,1.282283425582887,66.43758051437541,85.33603417266903,8922.556783568285
0.3,0.4093113325855582,56.40229194788862,66.07610774049178,254114.43438830195
0.3,0.43318521435858437,82.04373724016074,67.27520337596579,50583.777265923716
0.3,1.2375079366308936,83.37788692605136,66.8927948480652,10560.87043273972
0.3,0.5614936451408098,52.043430813323944,66.75740252288658,244116.04395865317
0.3,0.3128860810169335,56.03179355503004,78.43115072130902,217407.33592001392
0.3,0.595200924173902,68.21349305240378,80.13669083419427,58216.83442462708
0.3,2.018584957381702,81.39501947454539,63.270361277954876,3048.2722654367203
0.3,2.1965886978562654,96.04362002659066,62.44311839419455,924.8108799585804
0.3,1.89582325692078,59.226050967818864,68.37397293346841,13312.889118051684
0.3,0.9891330466993167,74.22614925955106,84.73019086121184,16117.432010956692
0.3,1.8939302515210157,51.834160144529896,70.09747777376083,19511.559998793276
0.3,1.812039006122926,94.76034188435997,80.46709768462665,1205.6583550153778
0.3,1.1737896803762913,76.63086332275115,69.69882014538919,16984.619296657846
0.3,0.7461837542785142,68.86420815523113,60.802847911109055,67577.86587420126
0.3,0.8859936452269951,55.98810659096256,95.6210912295958,38073.61232084675
0.5,1.524621888529717,83.95511595722448,91.56684954429353,1253.2442539391907
0.5,1.3890557003645148,79.34205590104395,89.81757896737321,2324.7952488981473
0.5,1.1359829109512305,56.37901513977819,71.35103623194898,30642.930546495627
0.5,1.4698679312053886,67.80483629489231,99.46060995171919,2671.1177481544805
0.5,1.5538595664565291,61.86133958679972,64.07129890481615,11432.205019705934
0.5,0.48563529582293363,59.32835120256529,71.40380674775389,80728.97236525646
0.5,0.5160966287074116,94.83827123132126,63.20934982646569,9913.185500647713
0.5,2.457708680580655,55.60194510840262,75.91422396182966,2458.063214883721
0.5,2.426729039860885,93.27535629469901,92.68288283797119,130.57515128054567
0.5,1.7047437278186344,96.46879945637929,82.2705157205572,616.4394139921907
0.5,1.4718704547277597,63.998954683014205,90.77971732767747,4844.064262671291
0.5,1.1210474526794003,75.38051893422275,69.69638929660321,9820.551521155541
0.5,0.37560837937408853,80.53100212208163,71.54522212961024,26705.336090883975
0.5,1.254736244451562,76.62947162757929,62.07294147289708,8361.611612413839
0.5,0.9078502676654093,56.72073384694871,62.53499881891071,51933.562860433354
0.5,1.7356065333374302,88.01139299448432,83.82554962431377,940.3041203208179
0.5,1.2317828525203802,70.59204570736343,73.95473066171981,9791.261847179407
0.5,0.5349593587975844,53.32481336833887,89.64482597160236,54736.39084037397
0.5,1.4787354716317886,92.0914388379136,65.59089506505158,2019.6346017707779
0.5,0.49277426287769077,58.21328989654965,92.58298880925528,39348.05052078551
0.5,1.6964733296708803,76.15327123845597,74.3532193649401,2917.419724775922
0.5,2.059838654731785,71.95674542851091,75.0777771769963,1940.1806191214314
0.5,1.2104314856070555,65.0688937082071,89.90437520705004,7430.644461544793
0.5,2.2589789758589642,69.19456106866056,81.74211444455955,1219.0999144162322
0.5,2.2755330663149125,81.21189979569961,64.67592162833456,940.5497082290345
0.5,0.9037734751770067,56.96360363316936,91.76100757081184,20685.967573207232
0.5,1.5881746142284325,76.67305459881608,95.7557033220383,1479.6855502619385
0.5,0.8481329627093157,62.424456990723286,89.75785170290708,17743.565797280567
0.5,0.18047784336587053,78.49448424356582,90.49834742962761,21596.93303067386
0.5,2.071017531212831,55.53158684776036,93.85809166938073,2461.9466766636892
0.3,0.40597278959675775,69.86436452801837,91.89181463118214,34447.98386167501
0.3,1.8334061641433592,86.00182682730372,85.6459053154119,1213.2369765052633
0.3,1.7654762667210402,77.13622216737981,70.0719623562781,4051.273811265835
0.3,2.280281347200708,79.16958973830603,76.0340566705456,1184.8541141611263
0.3,1.2088139287459185,97.36416698059077,66.13405612464321,3641.5423407145827
0.3,1.5674901650431547,50.90550919104203,94.88495635776606,12295.675843476614
0.3,2.3370838779606697,78.25665917946044,87.8660329550757,718.5960584150262
0.3,0.46609370299422725,78.81441800834065,84.26860185531424,24769.286261841837
0.3,1.1179136111257264,86.82221178123615,97.37468059076059,2682.8850733370377
0.3,0.3717713100178126,99.24205994811672,93.55592345783737,5851.446887353843
0.3,0.39919043488784045,96.04209413086862,94.79585448248514,6656.000851966704
0.3,1.0576064892883126,52.73808194110157,73.40788966583604,61810.492959645286
0.3,2.0268482766352274,50.23160115023014,73.33996686764577,12326.538461442839
0.3,2.307653479390625,67.31729971829806,73.8781280758491,2398.879849238436
0.3,1.870002995463396,72.61089704449036,68.98419291759927,4517.789612284167
0.9,0.523328767614936,74.91838863697399,76.75701798018191,49421.50779151254
0.9,2.29563016256344,68.11969495583165,83.22353401112174,2227.435319474944
0.9,2.4065687619266924,57.43313638765565,76.58496494908096,4664.416380895612
0.9,0.30483920338874526,99.84371259229736,80.08780041324971,14051.653572782874
0.9,1.8999051289580267,60.49527965477929,95.92217157762855,4478.808621771095
0.9,0.5923351371568172,59.534386033183324,61.46198671392379,166540.60733355753
0.9,0.25770073462804566,88.77638083475053,78.13155338992111,32193.482069352758
0.9,1.358536646386192,72.03813734691141,76.03052243501304,12832.516564588428
0.9,0.5366275131886507,93.08928105067587,97.84461848534531,6883.631913687098
0.9,0.995942359071407,63.53723365717769,85.75998172956062,29060.301107568077
0.9,0.47476623367885684,85.79861144236988,86.35695767640605,19046.343330726
0.9,0.1650303820083604,61.098608096647474,69.24299186352286,276758.582394708
0.9,0.5285071889304007,82.63730539259373,69.52731124186906,37822.85133608421
0.9,0.33865934262242836,62.1586095499727,88.89067727422636,93826.75429730244
0.9,1.0532404710842915,83.40425682853231,68.19937181663283,14344.174040064796
0.6,0.8035545526264318,94.81679092605599,60.52007694042944,6137.505797014105
0.6,2.2424121065847396,90.87217808692205,73.67269406791505,464.3303835778462
0.6,0.722616240235102,68.98462040836334,83.6117977005923,19287.00523419328
0.6,1.082587965258977,77.602359042599,77.44506116541267,7212.281772291597
0.6,0.8067178229006023,97.42266534810784,90.54423176639042,2212.8417904993657
0.6,2.0196526142735562,71.26067522346167,60.8987723328047,2874.060910845989
0.6,0.7448256625238705,77.08171073304334,85.33912879304589,10250.841651833845
0.6,2.103832568318318,99.22010903517761,81.02760729210743,264.13070749834
0.6,0.5120302860359284,63.61536632596845,60.73562706189867,70109.66760196893
0.6,1.4300272060379042,82.57101941759322,93.18967214828807,1559.1772702596838
0.6,0.5954110522254477,50.549791432924025,65.47542520275229,133923.29704126436
0.6,1.6960880189110132,58.76856393117248,96.5764778369984,3640.0632038830245
0.6,1.1050492597409756,69.15692641247487,80.75670821131351,10409.316698392879
0.6,1.5475650627193318,62.26745548406605,75.57182456167907,8655.609944950716
0.6,0.7928649682496797,67.78363582324747,88.76183620736981,14760.579587909553
0.5,1.2425209652778393,83.1835582681324,97.47318957299032,2552.9165305431875
0.5,1.8581730333046007,60.74701892953784,61.24732540245139,11126.192741037506
0.5,0.22342195236220083,74.81831236006181,83.87371395667557,47851.042158960336
0.5,0.9021853379607059,88.54561018729109,64.26393012535087,11208.32525642812
0.5,1.2891791588948764,84.4201198213868,77.39309354414985,5018.557442401025
0.5,0.6913648797738563,90.95511588371,91.97663515875917,5518.483003475599
0.5,1.5165536004858091,68.04869484700134,63.66328293306537,13016.597670649075
0.5,2.301552581109383,56.84093154594807,98.0094941528321,1810.0389895164474
0.5,1.4005622737080596,93.64729179382041,89.28899545638245,1451.1539095312446
0.5,2.0357467548674792,82.93916833553587,87.6910625807141,926.1696169101984
0.5,1.2746199127435371,61.06047209098011,99.50672031986588,8970.36402116709
0.5,2.3657424152478717,51.9713405684253,88.22300690062754,3361.062923792325
0.5,0.1814703486059172,84.871013362342,71.89396029490203,44573.26935545579
0.5,2.318550868903673,98.55291225826838,97.77065956453735,146.1027762549591
0.5,2.126918556484169,65.95502366216279,93.1566189660271,1783.6150087235249
0.5,0.1888183233171823,79.81349392410266,69.20035349150812,41713.71059606316
0.5,1.8394402516690276,53.26781703994712,72.61161351322441,9854.076473548303
0.5,1.3947791017008093,89.53615824194819,72.7501001172828,2404.2756789508617
0.5,1.578071651637531,61.64797373768169,60.97603126226152,11678.118226994538
0.5,2.1882372973622317,51.063470542519354,94.98806690736798,2486.6879276768236
0.5,2.017079765856797,99.89670552666686,74.0284726180684,387.55210701535907
0.5,1.9412518934347045,70.0965456804621,79.19502481215636,2328.1476166402226
0.5,2.461800326078308,88.41367069322591,76.71067128669335,318.3926722277685
0.5,1.1112568054649685,86.87911507944457,69.55108583073209,5046.229148046872
0.5,0.7893735799697961,64.81540602279951,69.3443100419964,34751.130481955224
0.5,0.20102365512726852,50.89369673667069,99.50889558944127,75279.42621491826
0.5,1.7311534784633678,60.912694393253204,97.99844735800902,2680.7070410154934
0.5,1.987228034597325,54.47055011561297,76.70323103139714,6256.9389504628925
0.5,0.5008814706209805,99.55843130684883,69.26686805533774,7109.860666688107
0.5,2.3625562579243016,82.48233244961843,84.30947179515437,391.3357512482482
0.6,0.5236672768132198,61.02431045350877,67.45753048577018,113051.15831570467
0.6,1.9710027365602079,67.5062629583365,62.313707062535855,5796.301694773471
0.6,1.9197723416898191,84.8010309026896,66.1558362535942,2059.0734452159404
0.6,2.0579994999774827,61.22202859183304,68.95270459290492,6824.766524730496
0.6,1.4922068988107469,54.574341869887746,95.09843450521521,10739.550514874005
0.6,0.7374401022128945,56.47574606414021,95.54992319475909,37081.338145318216
0.6,1.4220576894619343,54.34933799557051,76.33812852282794,26254.044309291825
0.6,0.9944524408295535,62.98768918801631,88.9368045475434,19798.605129204174
0.6,0.6284396846795471,84.16293818297979,63.045234379612005,24441.511157994162
0.6,2.1428965937170448,74.75732635069872,79.22346309306592,1821.5729080725944
0.6,0.9347420989652633,83.90080762795318,82.62927855983165,8153.411737751366
0.6,0.7408678484066111,93.9314993177579,91.89704086427713,4382.671553729146
0.6,2.1815060823035255,85.41814883575174,93.48053313454687,489.86953324916755
0.6,1.7739315080062807,84.00703858801502,84.74445512860737,1569.3585776477682
0.6,2.2140898220774283,93.5921763872616,61.169891321382366,779.3334914291723
0.18,2.08196020135543,56.44349337367226,73.40475417036568,9878.32830419258
0.18,2.063120857885749,91.6067088978871,80.29870935043346,960.4320622685898
0.18,0.1153260921204006,64.35190665874563,84.67707673502969,148406.2926884968
0.18,0.7235285945539834,81.70028515498056,81.59941518863423,19194.8525016864
0.18,1.9716289483627447,55.34903194134792,90.44111610008112,6881.671099744145
0.18,0.9204931984928466,81.6310946566974,97.2811242204007,7116.880081010411
0.18,0.34602334717763017,96.86142436182256,87.51542889203253,11887.8489487606
0.18,1.7996130127486758,53.36753007343859,83.28681840705093,13949.478679592214
0.18,0.9301193366870961,81.04577588837385,61.829681352500515,23459.325702714577
0.18,0.15900859950112362,51.106177576449866,72.94440876598165,469557.0720832275
0.18,1.2727436569711978,88.52037089038966,87.33181506426021,3543.027661707027
0.18,2.493098800378507,71.30906511179865,78.05548097318702,1617.2045939512902
0.18,0.4926971708600061,89.74047743749647,87.74728903125954,14267.933104294825
0.18,0.7558228647957024,97.54317811252051,66.04231567123601,11307.471597526841
0.18,1.1376035225022447,97.18079600837994,76.78909267704489,4105.764363495086
0.17,0.758116485636808,99.19888239799141,76.37336025260171,3224.969398243343
0.17,2.2458380888299225,61.49773029455431,68.52418816100334,2724.905502536051
0.17,0.9844632249370266,93.21791249198185,78.9283962676623,2637.5084072840277
0.17,2.4236642269953323,59.27627578515606,94.74492671822443,800.0116832304006
0.17,2.1274797474805305,88.05119954714993,85.04881286525662,352.2561115548811
0.17,0.4149877064377302,51.6263089745626,96.83391391262748,46778.09522563905
0.17,1.2556536436301202,55.86540944811972,65.00743168810202,26097.96129426123
0.17,1.7453566893495314,71.51529474497313,68.02098906801346,3690.375590674344
0.17,1.496731364594557,63.449670221754886,91.90236402548753,3741.0414075081935
0.17,0.844868701416577,72.76100745409006,60.46482159632403,21401.068986786344
0.17,1.2518532033210965,80.00102740596519,71.66650314837213,4831.160896761647
0.17,1.767956526703702,93.00611985946023,91.194039555734,386.18755077734625
0.17,0.3518324282036197,62.10225079312637,99.46650373068586,24026.899653549368
0.17,0.4419893029636317,74.9444076725678,84.72622937272476,17283.03429282583
0.17,0.12345003380604079,66.3230654121996,80.70846573538846,63170.84034529706
0.15,0.31087959794760006,67.53134656045904,61.328124351654665,144693.57831528297
0.15,0.41851780970334485,78.3770424130779,87.57859876549063,27775.30017507431
0.15,2.021408077861799,60.007512212240506,66.69930329036279,9336.72606601435
0.15,1.7955417435685628,51.5793072412821,97.4484898497476,7673.482180166772
0.15,0.2247310807635338,77.06481676505352,88.36242077803666,42506.54442116789
0.15,2.0241473993675,66.97250962714031,92.5930045498605,2476.1889151028886
0.15,0.2922756313232203,94.74083280302638,81.90369504614945,16405.087880085655
0.15,1.64458646847166,76.32013304680567,89.26358087021327,3249.240960752844
0.15,0.295911956873415,53.01760419952819,69.88412936040586,305844.87083023833
0.15,1.99527641714195,82.9353887750438,79.92782865812556,1607.331043261904
0.15,1.432872522250315,85.96008891361319,69.13818965325194,5199.26212123817
0.15,1.7325477818350992,53.60992044895879,61.22610008823224,25483.18826978839
0.15,0.7184389324269128,73.13114783696582,94.73090021633521,17096.166212717784
0.15,1.121184002675381,67.29674962734815,74.8415505193841,25547.021036750404
0.15,2.4703589529665386,52.005459570624126,94.68125984489794,2394.7958075843903
0.22,1.8406183849963276,74.33344707123514,94.93692952326643,2353.4894227882733
0.22,2.2616844736270205,71.08604634367276,71.07311188940207,3196.3351382254
0.22,0.6055892536135997,81.14832917817414,85.26240880370082,21251.715887827602
0.22,1.8594712537966744,56.57838425636299,88.63299858728354,8389.386350663617
0.22,1.2814668554752835,62.36155372015885,94.82999605090046,13048.350261858654
0.22,1.1687326120063972,75.74086769648451,74.36933477599062,15553.219986676935
0.22,1.0385956879642257,98.47061611676438,70.3253373080451,5693.3429034253495
0.22,1.6761679948991013,66.25950321123474,90.93892502746402,5699.659971457179
0.22,0.2763921935920304,58.48789525437704,80.79095794224071,183682.10916267493
0.22,0.908807623435087,91.44416829413046,77.23550094647223,9040.523865169196
0.22,1.79626532052507,58.35209539504749,66.7047686515327,17195.763889793252
0.22,0.18801142464050313,86.82010075328202,86.5521811048722,31274.779748983205
0.22,2.0336083670801277,79.2677182198376,94.73085122053035,1184.163805568973
0.22,0.5940189040882438,55.5959809698864,70.78998446067959,172624.41244267297
0.22,2.3478536615079078,51.967177033425486,64.88439656040107,9688.680002404504
0.14,1.1852776678802448,96.69375087639524,72.64624419907003,3925.5849365056306
0.14,0.45602368230901325,99.33150614794235,98.60474785744182,4691.0742868479565
0.14,0.11185595424258309,97.59058927116195,85.56479751262002,16559.194167211543
0.14,1.3374304685902005,74.44232901284602,86.67457030184417,7066.73271990361
0.14,0.435163011415151,51.4986794936339,72.31719766364763,244530.65512113844
0.14,1.7162378399798015,98.49560230536352,63.75602863157673,1649.905897508873
0.14,1.7142450837403032,72.18751096522855,94.72569017510021,2905.777621330305
0.14,2.1114766951554644,97.23071097370116,87.32992113158583,399.42161268168957
0.14,1.2932194336202256,80.8923620100607,94.75619937914873,3614.821992084587
0.14,2.3342768692167466,84.47633755157806,87.06053543108986,596.5020584337447
0.14,0.6176203657545212,82.94427351163286,75.75457622616634,23211.6657415606
0.14,1.6788287310472865,99.97068628853333,61.92848155442224,1641.3626353402747
0.14,2.4452180421311613,70.34539803614354,94.83013801349037,846.2531910383958
0.14,1.8722781022031836,93.92577806506739,76.16561286604131,1232.019808243855
0.14,0.8848795877517728,83.37966927817924,92.31383767765034,7410.067994527134
0.4,1.1453999555510392,90.89171080875107,64.80836221482434,7287.003468959277
0.4,1.406773835106039,50.28793302490608,72.98343319601081,43036.82200375912
0.4,1.7691212960556693,69.42790506351729,77.94774490490123,5808.36625385204
0.4,0.6701059140983858,68.662589581467,69.09078509052605,61541.80488043335
0.4,1.703710716532039,80.97451730048073,78.5397617520229,3227.44591367771
0.4,1.0114858724301516,93.16668247859127,80.76327140544872,5009.771789614894
0.4,0.9189947863027752,69.00978093929285,75.95291123587602,31327.625669894816
0.4,1.4924136861455974,76.68012733634393,84.31620371173778,5031.473043096004
0.4,1.8234953829435867,97.77618479774674,60.729303307054465,1455.5410339155242
0.4,0.5698671656405107,50.37814374890711,85.89898856618412,124675.80295328879
0.4,2.324882907511136,53.01336951447804,97.37744107222056,2721.7893608125983
0.4,0.9438944493751226,55.07104142246082,79.43487036745303,60583.338505189175
0.4,0.8374959158230877,90.15129489163317,81.56645106701018,7928.362087996966
0.4,0.8471384779744087,80.51668916554593,88.64602696892774,10607.174685741287
0.4,0.3925266240086741,59.05746747673402,87.24471415859931,93608.8689215342
0.34,0.5354520344695046,76.258169183353,88.3618504688973,25034.32485016176
0.34,0.715750680883273,98.146343761879,79.34182586879699,6672.2421857227155
0.34,2.0343821194603793,77.51132710781309,61.736501314192765,3370.6329263610924
0.34,1.543868368351195,90.95944297133951,95.36825853393631,1213.9564429393733
0.34,0.6473914526774379,60.60224199541133,84.43923955403967,63357.91249045263
0.34,2.2600554961552266,67.6710689651359,69.47482235897928,3504.2950114227324
0.34,1.9732612365852684,63.740301777406806,92.90457274054714,3324.127530950657
0.34,0.3292847532032036,81.19296623382866,78.07070714948917,40060.09688080045
0.34,1.507860311621138,58.40071038724317,89.47494979776728,11877.590325569528
0.34,0.32971493324838813,51.18192930231682,85.67886001773064,188836.96019119877
0.34,1.5570256866130738,77.33487063570351,69.27788384463902,7318.730412368431
0.34,1.2922404612620066,99.38927601074437,65.45759010226932,3136.6588249134397
0.34,1.7683469297142251,70.21593840521462,77.1279845970246,6031.837418394608
0.34,2.479014384885252,56.41971447270626,64.16438597536666,5307.851634631315
0.34,1.838413161108979,78.91934585032045,70.96642666239224,3619.8969576653553
0.14,0.9519911339966495,53.47119213730467,80.76239163633082,63030.69379315287
0.14,0.26227015262131576,90.01782539111808,69.34848327641733,35929.94686340466
